Site,Year,Species Richness,Stem Abundance,American Beech basal area,American Elm  basal area,Ash sp. basal area,Basswood  basal area,Bitternut Hickory  basal area,Black Ash  basal area,Black Cherry  basal area,Black Maple  basal area,Blue Beech basal area,Burr Oak  basal area,Butternut  basal area,Eastern Hemlock  basal area,Green Ash  basal area,Ironwood  basal area,Large-toothed Aspen  basal area,Manitoba Maple  basal area,Red Maple basal area,Red Oak  basal area,Sassafras  basal area,Shagbark Hickory  basal area,Silver Maple  basal area,Sugar Maple  basal area,Trembling Aspen  basal area,Unknown  basal area,White Ash  basal area,White Birch  basal area,White Oak  basal area,White Pine  basal area,Yellow Birch basal area,Total Basal Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 14,2016,6,15,0.069056295,,,,,,,,,,,0.435724997,,,,,0.182665976,0.340049926,,,,0.549770575,,,,0.044115133,,,,1.621382902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 15,2016,2,8,0.954602649,,,,,,,,,,,,,,,,,,,,,0.068349435,,,,,,,,1.022952084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 16,2016,2,10,1.056667735,,,,,,,,,,,,,,,,,,,,,0.403168597,,,,,,,,1.459836332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 17,2016,2,6,0.155912896,,,,,,,,,,,,,,,,,,,,,0.793927873,,,,,,,,0.949840769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 18,2016,2,10,,,,,,,,1.138661139,,,,,,,,,,,,,,0.704118954,,,,,,,,1.842780093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 19,2016,1,11,,,,,,,,,,,,,,,,,,,,,,1.298224574,,,,,,,,1.298224574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 2,2016,5,18,0.153160854,,,0.250559093,,,,,,,,0.057388393,,,,,0.08346917,,,,,0.838832333,,,,,,,,1.383409843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 20,2016,6,25,0.296109937,,,0.019855697,,,,0.011689894,,,,0.090258953,,0.08042496,,,,,,,,0.885675945,,,,,,,,1.384015387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 21,2016,6,16,0.647887456,,,0.077931315,,,,,,,,0.204006865,,,,,,0.48022262,,,,0.209579278,,,,0.02835294,,,,1.647980473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 22,2016,4,11,0.792608401,,,,,,,,,,,0.073061835,,,,,0.097867909,,,,,0.244486381,,,,,,,,1.208024525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 23,2016,4,12,0.348144258,,,,,,,,,,,0.069746662,,,,,,,,,,0.381628216,,,,0.180784157,,,,0.980303293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 24,2016,2,11,,,,,,,,0.760209866,,,,,,,,,,,,,,0.725839976,,,,,,,,1.486049842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 25,2016,3,18,,,,,,,,0.158337425,,,,,,,,,,0.466189878,,,,1.260760208,,,,,,,,1.885287512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 3,2016,4,15,0.135858492,,,,,,,,,,,0.081331312,,,,,,0.025730489,,,,1.29088344,,,,,,,,1.533803733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 4,2016,4,14,0.186841948,,,0.048305242,,,,,,,,,,,,,,,,,,0.721008196,,,0.026590502,,,,,0.982745887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 5,2016,4,15,0.522557251,,,,,,,,,,,0.011122049,,,,,,0.437087666,,,,0.329619814,,,,,,,,1.30038678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 6,2016,4,15,0.150382894,,,,,,0.118847513,0.444537185,,,,,,,,,,,,,,0.286123576,,,,,,,,0.999891169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 7,2016,2,7,0.245622854,,,,,,,,,,,,,,,,,,,,,0.519729025,,,,,,,,0.76535188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 8,2016,2,16,1.11226306,,,,,,,,,,,,,,,,,,,,,0.267655681,,,,,,,,1.37991874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAT 9,2016,2,13,,,,,,,,,,,,,,,,,,,,,,1.007244869,,,0.405936346,,,,,1.413181216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IQS 1,2017,1,18,,,,,,,,,,,,,,,,,,,,,,1.007244869,,,,,,,,1.007244869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IQS 2,2017,2,17,,,,,,,,,,,,,,,,,,,,,,0.445418404,,,,,0.377414545,,,0.822832949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPEY 1,2017,4,18,,,,0.048789048,0.217743511,,,,,,,,,0.161807323,,,,,,,,0.410497949,,,,,,,,0.838837831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPEY 2,2017,5,15,0.032566611,,,,,,0.08042496,,,,,,,0.0708635,,,,0.245422577,,,,0.529248073,,,,,,,,0.958525722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 1,2017,2,15,,,,,,,,,,,,,,,,,,,,0.140696556,,1.1990906,,,,,,,,1.339787156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 10,2017,3,14,,,,,,,,,,,,,,,,,,,1,0.202341817,,0.982627292,,,,,0.20428254,,,2.389251648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 2,2017,3,18,,,,,,,,,,,,,,,,,,0.498248335,,0.031416,,0.945966391,,,,,,,,1.475630726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 3,2017,9,16,,,,,,,0.009676913,,,,,,,0.009160906,,,0.069269138,0.925816954,0.011689894,0.064242578,,0.03149454,,,0.067961447,,0.168365413,,,1.357677783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 4,2017,3,16,,,,,,,,,,,,,,,,,,0.448769706,,,,0.546596774,,,,,0.118051903,,,1.113418383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 5,2017,2,10,,,,,,,,,,,,,,,,,,0.074023165,,,,0.84814325,,,,,,,,0.922166414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 6,2017,2,13,,,,,,,,,,,,,,,,,,,,,,1.293025226,,,,,0.36316896,,,1.656194186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 7,2017,2,13,,,,,,,,,,,,,,,,,,0.359971597,,,,0.806253155,,,,,,,,1.166224752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 8,2017,5,23,,,,,,,,,,,,,,,,,0.01130976,0.244169079,,0.041909729,,0.635783656,,,,,0.676340141,,,1.609512366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 9,2017,3,15,,,,,,,,,,,,,,0.01368481,,,,,,,,0.810348231,,,,,0.238448225,,,1.062481266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFW 1,2017,4,11,,0.032685206,,,,,,0.019855697,,,,,,0.216337645,,,,,,,,0.072583526,,,,,,,,0.341462075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFW 2,2017,3,6,0.01327326,,,,,,,,,,,,,0.047529266,,,,,,,,0.251967316,,,,,,,,0.312769842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 1,2013,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 3,2013,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 4,2013,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEW 5,2013,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQP 1,2018,7,#VALUE!,,0,,0.116481103,0,,0.021382515,,,0.202926154,,,,0.014313915,,,0,0.198713269,,,0,0.109708599,,,0,,,0.569041935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQP 2,2018,8,15,,0.043373715,,0.099666475,0.030480589,,0,,,0.125086731,,,,0,,,0.051874885,0.193869707,,,0.431248217,0.022463225,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTB 1,2018,5,20,0.229329731,,,0,,0,0,,,,,0.199065913,,0,,,,,,,,0.988253112,,,0.010751341,,,,0.028652177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTB 2,2018,4,13,0.033084975,,,0,,0,0,,,,,0.12536005,,0,,,,,,,,1.049555938,,,0.009852058,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTB 3,2018,6,29,0.258241091,,,0.016060645,,0.020612038,0,,,,,0.189344232,,0,,,,,,,,0.476027798,,,0.174098047,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTB 4,2018,3,10,0.522912251,,,0,,0,0,,,,,0.058107034,,0,,,,,,,,0.499516756,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTB 5,2018,5,17,0.08574526,,,0.014526758,,0,0.02010624,,,,,0,,0,,,,,,,,0.71141532,,,0.031357095,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTB 6,2018,2,13,0.01368481,,,0,,0,0,,,,,0,,0,,,,,,,,0.960967531,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTB 7,2018,3,10,0.215210596,,,0,,0,0,,,,,0.051471974,,0,,,,,,,,0.737495312,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTB 8,2018,3,14,0.045191916,,,0,,0,0,,,,,0,,0.008171302,,,,,,,,1.75947193,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAR 1,2018,3,13,,,,,0.230722246,,,,,,,,,,,,0.648999582,,,,,0.940420681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAR 2,2018,3,11,,,,,0,,,,,,,,,,,,0.287476035,,,,,0.716869138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAR 3,2018,3,13,,,,,0,,,,,,,,,,,,0.10178784,,,,,0.935980815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEYA 1,2018,7,27,0.279624391,,,,,,,,,,,,,0.013069841,0.160253016,,0.088634746,0,,0,,0.1419799,0.032685206,,,,0,0.317910285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEYA 2,2018,8,24,0.120337417,,,,,,,,,,,,,0.014526758,0,,0.594768497,0.128825235,,0.025730489,,0.20765976,0,,,,0.273517906,0.113261749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 10,2019,4,14,0.276017834,,,0,0,,,,,,,0,,0,,0,0.088141515,0.208307715,,0,,0.433565933,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 12,2019,4,28,0.403462336,,,0.013892941,0,,,,,,,0,,0,,0,0.067935529,0,,0,,0,,,0,,,0.380965339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 13,2019,4,20,0.377505652,,,0,0,,,,,,,0,,0,,0,0.056832329,0,,0,,0.215420297,,,0,,,0.261482437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 14,2019,5,23,0.298102497,,,0,0,,,,,,,0,,0.023789766,,0,0.433518023,0.390363435,,0,,0.17646053,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 15,2019,4,15,0.173417105,,,0,0,,,,,,,0.165468857,,0,,0,0,0.353619281,,0,,0.428772637,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 17,2019,6,33,0.598976671,,,0,0,,,,,,,0.048695585,,0.01900668,,0,0.354663078,0,,0,,0.205953871,,,0,,,0.271547338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 18,2019,6,20,0.184473181,,,0,0,,,,,,,0,,0,,0.009852058,0.028042707,0,,0,,0.281754396,,,0.02216713,,,0.112221094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 19,2019,4,15,0.100301863,,,0,0,,,,,,,0,,0,,0,0.259317874,0,,0,,0.03004155,,,0.056572362,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 20,2019,5,20,0.195443648,,,0,0.06605214,,,,,,,0,,0,,0,0,0,,0.126923782,,0.198295436,,,0,,,0.031102625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 22,2019,5,21,0.080750901,,,0.126923782,0,,,,,,,0.04154766,,0,,0,0.230017742,0,,0,,0.266688068,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN 24,2019,8,36,0.044488198,,,0,0.013478249,,,,,,,0,,0.064191527,,0.011882317,0.140008546,0.009852058,,0,,0.669600624,,,0.040873787,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
